Time & Date,Country,Event,Actual,Previous,Consensus,Forecast
7:30 AM,EA,ECB President Draghi Speech,,,,
8:30 AM,GB,Inflation Rate YoY APR,2.10%,1.90%,2.20%,1.80%
8:30 AM,GB,Inflation Rate MoM APR,0.60%,0.20%,0.70%,0.30%
8:30 AM,GB,Core Inflation Rate YoY APR,1.80%,1.80%,1.90%,1.70%
8:55 AM,IS,CBI Interest Rate Decision,4%,4.50%,,4.50%
9:30 AM,EA,ECB Praet Speech,,,,
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday May 23 2019,,,Actual,Previous,Consensus,Forecast
5:00 AM,FI,Unemployment Rate APR,8.00%,7.00%,,6.80%
6:00 AM,DE,GDP Growth Rate YoY Final Q1,0.70%,0.60%,0.70%,0.70%
6:00 AM,DE,GDP Growth Rate QoQ Final Q1,0.40%,0%,0.40%,0.40%
6:45 AM,FR,Business Confidence MAY,104,101,101,100
7:15 AM,FR,Markit Services PMI Flash MAY,51.7,50.5,50.8,50.2
7:15 AM,FR,Markit Manufacturing PMI Flash MAY,50.6,50,50,50.4
7:30 AM,DE,Markit Manufacturing PMI Flash MAY,44.3,44.4,44.3,46
7:30 AM,DE,Markit Services PMI Flash MAY,55,55.7,55.5,55.1
7:30 AM,SE,Unemployment Rate APR,6.20%,7.10%,6.80%,6.60%
8:00 AM,EA,Markit Services PMI Flash MAY,52.5,52.8,52.5,52.4
8:00 AM,EA,Markit Manufacturing PMI Flash MAY,47.7,47.9,48.1,48.5
8:00 AM,DE,Ifo Business Climate MAY,97.9,99.2,99.1,99.4
8:40 AM,EA,ECB Guindos Speech,,,,
9:00 AM,IS,Unemployment Rate APR,2.90%,2.8% ®,,3.40%
11:30 AM,EA,ECB Monetary Policy Meeting Accounts,,,,
4:00 PM,DE,Bundesbank Wuermeling Speech,,,,
,EU,European Parliament Elections,,,,
Friday May 24 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Bundesbank Mauderer Speech,,,,
8:30 AM,GB,Retail Sales YoY APR,5.20%,6.70%,4.60%,4.10%
8:30 AM,GB,Retail Sales MoM APR,0%,1.2% ®,-0.30%,-0.30%
9:00 AM,DE,Bundesbank Buch Speech,,,,
9:55 AM,GB,BoE Woods Speech,,,,
10:00 AM,GB,CBI Distributive Trades MAY,-27,13,8,11
,EU,European Parliament Elections,,,,
Monday May 27 2019,,,Actual,Previous,Consensus,Forecast
8:00 AM,PL,Unemployment Rate APR,5.60%,5.90%,5.60%,5.60%
8:40 AM,EA,ECB Cœuré Speech,,,,
9:00 AM,HR,Unemployment Rate APR,8.60%,9.50%,,8.40%
10:00 AM,FR,Unemployment Benefit Claims APR,-9.7K,-6.1K,,4.5K
11:00 AM,DE,Bundesbank Buch Speech,,,,
Tuesday May 28 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,GfK Consumer Confidence JUN,10.1,10.2,10.4,10.5
6:45 AM,FR,Consumer Confidence MAY,99,96,97,96
8:30 AM,GB,UK Finance Mortgage Approvals APR,42.989K,40.564K ®,39.3K,39.5K
9:00 AM,EA,Business Confidence MAY,0.3,0.42,0.4,0.36
9:00 AM,EA,Consumer Confidence Final MAY,-6.5,-7.3,-6.5,-6.5
9:00 AM,EA,Economic Sentiment MAY,105.1,103.9 ®,104,104.4
12:00 PM,DE,Bundesbank Wuermeling Speech,,,,
12:00 PM,HU,Interest Rate Decision,0.90%,0.90%,0.90%,0.90%
12:00 PM,HU,Deposit Interest Rate MAY,-0.05%,-0.05%,-0.05%,-0.05%
2:45 PM,ES,Business Confidence MAY,-3.3,-3.7 ®,,-4.6
Wednesday May 29 2019,,,Actual,Previous,Consensus,Forecast
5:00 AM,FI,GDP Growth Rate QoQ Final Q1,0.20%,0.5% ®,0.60%,0.60%
5:00 AM,FI,GDP Growth Rate YoY Final Q1,1.20%,2.20%,2.20%,2.20%
6:00 AM,DK,Unemployment Rate APR,3.70%,3.70%,,3.80%
6:00 AM,DK,GDP Growth Rate QoQ Prel Q1,0.20%,0.9% ®,0.30%,0.30%
6:00 AM,DK,GDP Growth Rate YoY Prel Q1,2.20%,2.60%,,2%
6:00 AM,DE,Unemployment Rate Harmonised APR,3.20%,3.20%,,3.20%
6:45 AM,FR,GDP Growth Rate QoQ Final Q1,0.30%,0.4% ®,0.20%,0.30%
6:45 AM,FR,Inflation Rate YoY Prel MAY,1.00%,1.30%,,1.10%
7:00 AM,AT,GDP Growth Rate QoQ Final Q1,0.40%,0.40%,0.30%,0.30%
7:00 AM,AT,GDP Growth Rate YoY Final Q1,1.40%,2.5% ®,,1.10%
7:00 AM,DE,Bundesbank Weidmann Speech,,,,
7:00 AM,HU,Unemployment Rate APR,3.50%,3.60%,,3.70%
7:30 AM,EA,ECB Mersch Speech,,,,
7:30 AM,SE,GDP Growth Rate QoQ Q1,0.60%,1.20%,0.20%,0.40%
7:30 AM,SE,GDP Growth Rate YoY Q1,2.10%,2.40%,1.70%,1.70%
7:55 AM,DE,Unemployment Change MAY,60K,-12K,-8K,-7K
7:55 AM,DE,Unemployment Rate MAY,5%,4.90%,4.90%,4.90%
8:00 AM,EA,ECB Financial Stability Review,,,,
8:00 AM,IT,Consumer Confidence MAY,111.8,110.6 ®,110,110.1
8:00 AM,IT,Business Confidence MAY,102,100.8 ®,100.4,100.4
9:00 AM,HR,GDP Growth Rate YoY Prel Q1,3.90%,2.30%,,2.50%
11:00 AM,DE,Bundesbank Balz Speech,,,,
1:00 PM,BE,GDP Growth Rate QoQ Final Q1,0.30%,0.4% ®,0.20%,0.20%
1:00 PM,BE,GDP Growth Rate YoY Final Q1,1.20%,1.20%,,1.10%
Thursday May 30 2019,,,Actual,Previous,Consensus,Forecast
7:30 AM,GB,BoE Ramsden Speech,,,,
11:01 PM,GB,Gfk Consumer Confidence MAY,-10,-13,-12,-12
Friday May 31 2019,,,Actual,Previous,Consensus,Forecast
5:00 AM,EE,GDP Growth Rate YoY Q1,4.50%,4.3% ®,,4.30%
5:00 AM,EE,GDP Growth Rate QoQ Q1,0.50%,2.1% ®,,0.20%
6:00 AM,DE,Retail Sales YoY APR,4%,-2.0% ®,1.10%,2.60%
6:00 AM,DE,Retail Sales MoM APR,-2.00%,0% ®,0.10%,0.10%
6:00 AM,GB,Nationwide Housing Prices YoY MAY,0.60%,0.90%,1.20%,
6:00 AM,GB,Nationwide Housing Prices MoM MAY,-0.20%,0.3% ®,0%,
7:00 AM,CZ,GDP Growth Rate QoQ Final Q1,0.60%,0.80%,0.50%,0.50%
7:00 AM,CZ,GDP Growth Rate YoY Final Q1,2.60%,2.60%,2.50%,2.50%
7:00 AM,HU,GDP Growth Rate QoQ Final Q1,1.50%,1.10%,,1.50%
7:00 AM,HU,GDP Growth Rate YoY Final Q1,5.30%,5.10%,,5.30%
8:00 AM,IT,GDP Growth Rate QoQ Final Q1,0.10%,-0.10%,0.20%,0.20%
8:00 AM,IT,GDP Growth Rate YoY Final Q1,-0.10%,0%,0.10%,0.10%
8:00 AM,PL,GDP Growth Rate QoQ Final Q1,1.50%,0.50%,1.40%,1.40%
8:00 AM,PL,GDP Growth Rate YoY Final Q1,4.70%,4.90%,4.60%,4.60%
8:30 AM,SI,GDP Growth Rate YoY Q1,3.20%,4.10%,,3.60%
8:30 AM,SI,GDP Growth Rate QoQ Q1,0.80%,0.7% ®,,0.50%
8:30 AM,GB,BoE Consumer Credit APR,£0.942B,£0.631B ®,£0.978B,£1.1B
8:30 AM,GB,Mortgage Approvals APR,66.26K,62.56K ®,63.25K,63.4K
8:30 AM,GB,Mortgage Lending APR,£4.29B,£4.37B ®,£3.8B,£4.3B
9:00 AM,HR,GDP Growth Rate YoY Final Q1,3.90%,2.30%,,2.50%
9:00 AM,DE,Bundesbank Balz Speech,,,,
9:00 AM,IS,GDP Growth Rate YoY Q1,1.70%,4%,,1.20%
9:00 AM,IS,GDP Growth Rate QoQ Q1,0.60%,1.70%,,-0.20%
9:00 AM,IT,Inflation Rate YoY Prel MAY,0.90%,1.10%,1.30%,1%
10:00 AM,PT,GDP Growth Rate YoY Final Q1,1.80%,1.70%,1.80%,1.80%
10:00 AM,PT,GDP Growth Rate QoQ Final Q1,0.50%,0.40%,0.50%,0.50%
12:00 PM,DE,Inflation Rate YoY Prel MAY,1.40%,2%,1.60%,1.50%
Monday June 03 2019,,,Actual,Previous,Consensus,Forecast
7:15 AM,ES,Markit Manufacturing PMI MAY,50.1,51.8,51.3,51.1
7:30 AM,AT,Unemployment Rate MAY,6.80%,7.30%,,6.80%
7:45 AM,IT,Markit/ADACI Manufacturing PMI MAY,49.7,49.1,48.6,50.1
7:50 AM,FR,Markit Manufacturing PMI Final MAY,50.6,50,50.6,50.6
7:55 AM,DE,Markit Manufacturing PMI Final MAY,44.3,44.4,44.3,44.3
8:00 AM,EA,Markit Manufacturing PMI Final MAY,47.7,47.9,47.7,47.7
8:30 AM,GB,Markit/CIPS Manufacturing PMI MAY,49.4,53.1,52,52.5
4:15 PM,IT,PM Conte Press Conference,,,,
Tuesday June 04 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,RO,Unemployment Rate APR,4.00%,3.9% ®,,3.70%
7:00 AM,ES,Unemployment Change MAY,-84.1K,-91.5K ®,-67K,-76K
8:00 AM,IT,Unemployment Rate APR,10.20%,10.20%,10.30%,10.10%
8:30 AM,GB,Construction PMI MAY,48.6,50.5,50.5,50.2
9:00 AM,CY,Unemployment Rate APR,6.90%,7.2% ®,,8.80%
9:00 AM,EA,Core Inflation Rate YoY Flash MAY,0.80%,1.30%,0.90%,1.10%
9:00 AM,EA,Inflation Rate YoY Flash MAY,1.20%,1.70%,1.30%,1.60%
9:00 AM,EA,Unemployment Rate APR,7.60%,7.70%,7.70%,7.70%
9:00 AM,GR,GDP Growth Rate QoQ Q1,0.20%,-0.10%,,0.60%
9:00 AM,GR,GDP Growth Rate YoY Q1,1.30%,1.5% ®,,1.80%
1:45 PM,DE,Bundesbank Balz Speech,,,,
Wednesday June 05 2019,,,Actual,Previous,Consensus,Forecast
7:15 AM,ES,Markit Services PMI MAY,52.8,53.1,52.5,52.9
7:45 AM,IT,Markit/ADACI Services PMI MAY,50,50.4,49.7,50.2
7:50 AM,FR,Markit Services PMI Final MAY,51.5,50.5,51.7,51.7
7:55 AM,DE,Markit Services PMI Final MAY,55.4,55.7,55,55
8:00 AM,EA,Markit Services PMI Final MAY,52.9,52.8,52.5,52.5
8:00 AM,GB,BoE Ramsden Speech,,,,
8:30 AM,GB,Markit/CIPS UK Services PMI MAY,51,50.4,50.6,50.7
9:00 AM,EA,Retail Sales MoM APR,-0.40%,0%,-0.40%,0.20%
9:00 AM,EA,Retail Sales YoY APR,1.50%,2% ®,1.50%,1.50%
10:00 AM,IE,Unemployment Rate MAY,4.40%,4.6% ®,,4.60%
10:45 AM,ES,Consumer Confidence MAY,96.9,97,,96
11:15 AM,PL,Interest Rate Decision,1.50%,1.50%,1.50%,1.50%
Thursday June 06 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Factory Orders MoM APR,0.30%,0.8% ®,0.10%,-0.70%
6:00 AM,RO,GDP Growth Rate YoY 2nd Est Q1,5.00%,4.10%,5.00%,5.00%
6:00 AM,RO,GDP Growth Rate QoQ 2nd Est Q1,1.30%,1.00%,,1.30%
7:00 AM,SK,GDP Growth Rate QoQ Final Q1,0.90%,0.80%,,0.90%
7:00 AM,SK,GDP Growth Rate YoY Final Q1,3.70%,3.60%,3.70%,3.70%
7:30 AM,DE,Construction PMI MAY,51.4,53,,53.4
9:00 AM,EA,Employment Change YoY Final Q1,1.30%,1.30%,1.30%,1.30%
9:00 AM,EA,Employment Change QoQ Final Q1,0.30%,0.30%,0.30%,0.30%
9:00 AM,EA,GDP Growth Rate YoY 3rd Est Q1,1.20%,1.20%,1.20%,1.20%
9:00 AM,EA,GDP Growth Rate QoQ 3rd Est Q1,0.40%,0.20%,0.40%,0.40%
9:00 AM,GR,Unemployment Rate MAR,18.10%,18.4% ®,,18%
9:00 AM,MT,GDP Growth Rate YoY Q1,4.90%,7.6% ®,,4.70%
9:00 AM,GB,BoE Gov Carney Speech,,,,
11:45 AM,EA,Deposit Facility Rate,-0.40%,-0.40%,-0.40%,-0.40%
11:45 AM,EA,Marginal Lending Rate,0.25%,0.25%,0.25%,0.25%
11:45 AM,EA,ECB Interest Rate Decision,0%,0%,0%,0%
12:30 PM,EA,ECB Press Conference,,,,
Friday June 07 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Balance of Trade APR,€17.9B,€22.6B ®,,€17.2B
6:00 AM,DE,Industrial Production MoM APR,-1.90%,0.50%,-0.40%,-0.40%
6:45 AM,FR,Industrial Production MoM APR,0.40%,-1.1% ®,0.30%,1.10%
6:45 AM,FR,Balance of Trade APR,€-5B,€-5.5B ®,€-4.9B,€-4.6B
7:30 AM,GB,Halifax House Price Index MoM MAY,0.50%,1.10%,-0.20%,0.20%
7:30 AM,GB,Halifax House Price Index YoY MAY,5.20%,5%,4.90%,5.40%
8:00 AM,IT,Retail Sales MoM APR,0%,-0.30%,0.20%,0.20%
9:30 AM,CY,GDP Growth Rate QoQ Final Q1,0.70%,0.9% ®,,0.90%
9:30 AM,CY,GDP Growth Rate YoY Final Q1,3.40%,3.80%,,3.50%
Monday June 10 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,CZ,Unemployment Rate MAY,2.60%,2.70%,2.60%,2.70%
8:00 AM,IT,Industrial Production MoM APR,-0.70%,-1% ®,0.10%,0.50%
8:30 AM,GB,Balance of Trade APR,£-2.740B,£-6.151B ®,,£-3.2B
8:30 AM,GB,Manufacturing Production YoY APR,-0.80%,2.60%,2.20%,1.50%
8:30 AM,GB,Industrial Production YoY APR,-1%,1.30%,1%,0.90%
8:30 AM,GB,Industrial Production MoM APR,-2.70%,0.70%,-0.70%,-0.40%
8:30 AM,GB,GDP 3-Month Avg APR,0.30%,0.50%,0.40%,0.40%
8:30 AM,GB,Construction Output YoY APR,2.40%,3.20%,3.30%,4%
12:15 PM,EA,ECB Guindos Speech,,,,
5:00 PM,GB,BoE Saunders Speech,,,,
Tuesday June 11 2019,,,Actual,Previous,Consensus,Forecast
8:30 AM,GB,Claimant Count Change MAY,23.2K,19.1K ®,22.9K,21K
8:30 AM,GB,Average Earnings excl. Bonus APR,3.40%,3.30%,3.10%,3.30%
8:30 AM,GB,Average Earnings incl. Bonus APR,3.10%,3.3% ®,3%,3.20%
8:30 AM,GB,Unemployment Rate APR,3.80%,3.80%,3.80%,3.80%
8:30 AM,GB,Employment Change MAR,32K,99K,10K,100K
Wednesday June 12 2019,,,Actual,Previous,Consensus,Forecast
8:15 AM,EA,ECB President Draghi Speech,,,,
9:00 AM,EA,ECB Guindos Speech,,,,
12:15 PM,EA,ECB Cœuré Speech,,,,
3:00 PM,EA,ECB Cœuré Speech,,,,
Thursday June 13 2019,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Inflation Rate YoY MAY,2.40%,2.90%,,2.90%
6:00 AM,DE,Inflation Rate YoY Final MAY,1.40%,2%,1.40%,1.40%
9:00 AM,EA,Industrial Production MoM APR,-0.50%,-0.4% ®,-0.50%,-0.80%
9:00 AM,EA,Industrial Production YoY APR,-0.40%,-0.7% ®,-0.50%,-0.40%
10:00 AM,IE,Inflation Rate YoY MAY,1.00%,1.70%,,1.40%
12:30 PM,DE,Bundesbank Mauderer Speech,,,,
,EA,Eurogroup Meeting,,,,
Friday June 14 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Wholesale Prices MoM MAY,0.30%,0.60%,0.80%,
6:00 AM,DE,Wholesale Prices YoY MAY,1.60%,2.10%,2.80%,
6:45 AM,FR,Inflation Rate YoY Final MAY,0.90%,1.30%,1.00%,1.00%
7:30 AM,SE,CPIF YoY MAY,2.10%,2.00%,2%,2%
7:30 AM,SE,Inflation Rate MoM MAY,0.30%,0.70%,0.10%,0.30%
8:00 AM,FR,IEA Oil Market Report,,,,
9:00 AM,IT,Inflation Rate YoY Final MAY,0.80%,1.10%,0.90%,0.90%
10:00 AM,EA,ECB Lautenschläger Speech,,,,
12:55 PM,GB,BoE Gov Carney Speech,,,,
,EA,EcoFin Meeting,,,,
Monday June 17 2019,,,Actual,Previous,Consensus,Forecast
10:45 AM,DE,Bundesbank Mauderer Speech,,,,
5:00 PM,EA,ECB President Draghi Speech,,,,
,DK,Parliamentary Elections,,,,
,EA,ECB Forum on Central Banking,,,,
Tuesday June 18 2019,,,Actual,Previous,Consensus,Forecast
8:00 AM,EA,ECB President Draghi Speech,,,,
9:00 AM,EA,Inflation Rate YoY Final MAY,1.20%,1.70%,1.20%,1.20%
9:00 AM,EA,Inflation Rate MoM MAY,0.10%,0.70%,0.20%,0.10%
9:00 AM,EA,Balance of Trade APR,€15.7B,€23.2B ®,€8.8B,€12.6B
9:00 AM,EA,Core Inflation Rate YoY Final MAY,0.80%,1.30%,0.80%,0.80%
9:00 AM,EA,ZEW Economic Sentiment Index JUN,-20.2,-1.6,-3.6,-3
9:00 AM,DE,ZEW Economic Sentiment Index JUN,-21.1,-2.1,-5.9,-4
1:30 PM,DE,Bundesbank Wuermeling Speech,,,,
2:00 PM,EA,ECB President Draghi Speech,,,,
,EA,ECB Forum on Central Banking,,,,
Wednesday June 19 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,PPI MoM MAY,-0.10%,0.50%,0.20%,0.20%
7:30 AM,SE,Unemployment Rate MAY,6.80%,6.20%,6.50%,6.50%
8:00 AM,IT,Balance of Trade APR,€2.885B,€4.579B ®,€4.55B,€2.2B
8:00 AM,PL,Employment Growth YoY MAY,2.70%,2.90%,2.90%,2.70%
8:30 AM,GB,Inflation Rate YoY MAY,2%,2.10%,2%,2.10%
8:30 AM,GB,Inflation Rate MoM MAY,0.30%,0.60%,0.30%,0.40%
8:30 AM,GB,Core Inflation Rate YoY MAY,1.70%,1.80%,1.70%,1.70%
9:00 AM,EA,Construction Output YoY APR,3.90%,5.8% ®,1.90%,2.40%
10:00 AM,GB,CBI Industrial Trends Orders JUN,-15,-10,-12,-6
2:00 PM,EA,ECB President Draghi Speech,,,,
,EA,ECB Forum on Central Banking,,,,
Thursday June 20 2019,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Unemployment Rate MAY,3.30%,3.30%,,3.30%
4:30 AM,NL,Consumer Confidence JUN,0,-3,,-4
7:30 AM,EA,ECB Guindos Speech,,,,
8:00 AM,EA,ECB Economic Bulletin,,,,
8:30 AM,GB,Retail Sales MoM MAY,-0.50%,-0.1% ®,-0.50%,-0.60%
8:30 AM,GB,Retail Sales YoY MAY,2.30%,5.1% ®,2.70%,2.60%
8:40 AM,SK,Unemployment Rate MAY,4.90%,4.90%,4.87%,4.80%
9:10 AM,LU,Unemployment Rate MAY,5.50%,5.40%,,5.20%
11:00 AM,GB,BoE MPC Vote Unchanged,9/9,9/9,9/9,9/9
11:00 AM,GB,BoE MPC Vote Hike,0/9,0/9,0/9,0/9
11:00 AM,GB,BoE MPC Vote Cut,0/9,0/9,0/9,0/9
11:00 AM,GB,MPC Meeting Minutes,,,,
11:00 AM,GB,BoE Quantitative Easing,£435B,£435B,£435B,£435B
11:00 AM,GB,BoE Interest Rate Decision,0.75%,0.75%,0.75%,0.75%
2:00 PM,EA,Consumer Confidence Flash JUN,-7.2,-6.5,-6.5,-7.6
8:00 PM,GB,BoE Gov Carney Speech,,,,
,EA,European Council Meeting,,,,
Friday June 21 2019,,,Actual,Previous,Consensus,Forecast
7:15 AM,FR,Markit Manufacturing PMI Flash JUN,52,50.6,50.7,50.4
7:15 AM,FR,Markit Services PMI Flash JUN,53.1,51.5,51.5,51.9
7:30 AM,DE,Markit Services PMI Flash JUN,55.6,55.4,55.4,55.9
7:30 AM,DE,Markit Manufacturing PMI Flash JUN,45.4,44.3,45.4,45.1
8:00 AM,EA,Markit Manufacturing PMI Flash JUN,47.8,47.7,47.8,49.8
8:00 AM,EA,Markit Services PMI Flash JUN,53.4,52.9,53.4,53.2
8:30 AM,ES,Balance of Trade APR,€-1.61B,€-2.35B,,€-2.6B
10:00 AM,LU,GDP Growth Rate YoY Q1,1.60%,1.70%,,2.90%
10:00 AM,LU,GDP Growth Rate QoQ Q1,0.30%,0.6% ®,,0.40%
10:15 AM,SI,Unemployment Rate APR,7.60%,7.90%,,7.40%
,EA,European Council Meeting,,,,
,EA,Euro Summit,,,,
Monday June 24 2019,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,GDP Growth Rate QoQ Final Q1,0.50%,0.50%,0.50%,0.50%
4:30 AM,NL,GDP Growth Rate YoY Final Q1,1.70%,2.20%,1.70%,1.70%
8:00 AM,DE,Ifo Business Climate JUN,97.4,97.9,97.2,97
11:00 AM,EA,ECB Lautenschläger Speech,,,,
Tuesday June 25 2019,,,Actual,Previous,Consensus,Forecast
5:00 AM,FI,Unemployment Rate MAY,8.80%,8%,,8.40%
6:45 AM,FR,Business Confidence JUN,102,104,104,103
7:15 AM,EA,ECB Guindos Speech,,,,
10:00 AM,GB,CBI Distributive Trades JUN,-42,-27,-10,-20
12:00 PM,HU,Deposit Interest Rate JUN,-0.05%,-0.05%,-0.05%,-0.05%
12:00 PM,HU,Interest Rate Decision,0.90%,0.90%,0.90%,0.90%
5:15 PM,EA,ECB Cœuré Speech,,,,
Wednesday June 26 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,GfK Consumer Confidence JUL,9.8,10.1,10,10.2
6:45 AM,FR,Consumer Confidence JUN,101,99,100,97
7:00 AM,DE,Bundesbank Balz Speech,,,,
8:00 AM,PL,Unemployment Rate MAY,5.40%,5.60%,5.40%,5.40%
8:30 AM,GB,UK Finance Mortgage Approvals MAY,42.384K,42.898K ®,43.2K,43.2K
8:55 AM,IS,CBI Interest Rate Decision,3.75%,4%,,4%
9:00 AM,EA,ECB Mersch Speech,,,,
10:00 AM,FR,Unemployment Benefit Claims MAY,3.6K,-9.7K,,5.1K
11:00 AM,CZ,CNB Interest Rate Decision,2%,2%,2%,2%
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday June 27 2019,,,Actual,Previous,Consensus,Forecast
7:00 AM,HU,Unemployment Rate MAY,3.40%,3.50%,,3.60%
8:00 AM,IT,Business Confidence JUN,100.8,101.9 ®,101,101.1
8:00 AM,IT,Consumer Confidence JUN,109.6,111.6 ®,111.3,111.1
9:00 AM,HR,Unemployment Rate MAY,7.50%,8.60%,,7.30%
9:00 AM,EA,Business Confidence JUN,0.17,0.3,0.23,0.25
9:00 AM,EA,Consumer Confidence Final JUN,-7.2,-6.5,-7.2,-7.2
9:00 AM,EA,Economic Sentiment JUN,103.3,105.2 ®,104.6,104.9
9:00 AM,IS,Unemployment Rate MAY,4.70%,3.2% ®,,2.20%
9:00 AM,MT,Unemployment Rate Q1,3.50%,3.50%,,4.30%
11:15 AM,ES,Business Confidence JUN,-3.7,-3.3,,-3.8
12:00 PM,DE,Inflation Rate YoY Prel JUN,1.60%,1.40%,1.40%,1.40%
1:30 PM,DE,Bundesbank Balz Speech,,,,
11:01 PM,GB,Gfk Consumer Confidence JUN,-13,-10,-11,-9
,EA,ECB General Council Meeting,,,,
Friday June 28 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DK,Unemployment Rate MAY,3.70%,3.70%,,3.80%
6:00 AM,DK,GDP Growth Rate YoY Final Q1,1.90%,2.60%,,2.20%
6:00 AM,DK,GDP Growth Rate QoQ Final Q1,0.10%,0.8% ®,,0.20%
6:45 AM,FR,Inflation Rate YoY Prel JUN,1.20%,0.90%,,1.10%
7:00 AM,ES,GDP Growth Rate QoQ Final Q1,0.70%,0.60%,0.70%,0.70%
7:00 AM,ES,GDP Growth Rate YoY Final Q1,2.40%,2.30%,2.40%,2.40%
8:30 AM,GB,Business Investment YoY Final Q1,-1.50%,-2.50%,-1.40%,-1.40%
8:30 AM,GB,Business Investment QoQ Final Q1,0.40%,-0.90%,0.50%,0.50%
8:30 AM,GB,Current Account Q1,£-30B,£-23.7B,£-32B,£-20.4B
8:30 AM,GB,GDP Growth Rate QoQ Final Q1,0.50%,0.20%,0.50%,0.50%
8:30 AM,GB,GDP Growth Rate YoY Final Q1,1.80%,1.40%,1.80%,1.80%
9:00 AM,EA,Core Inflation Rate YoY Flash JUN,1.10%,0.80%,0.80%,0.80%
9:00 AM,EA,Inflation Rate YoY Flash JUN,1.20%,1.20%,1.20%,1.30%
9:00 AM,IT,Inflation Rate YoY Prel JUN,0.80%,0.80%,0.70%,0.80%
Monday July 01 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Unemployment Rate Harmonised MAY,3.10%,3.1% ®,,3.20%
6:00 AM,RO,Unemployment Rate MAY,3.90%,4.00%,,3.90%
6:45 AM,EA,ECB Guindos Speech,,,,
7:15 AM,ES,Markit Manufacturing PMI JUN,47.9,50.1,49.5,50.4
7:30 AM,AT,Unemployment Rate JUN,6.50%,6.80%,,6.50%
7:45 AM,IT,Markit/ADACI Manufacturing PMI JUN,48.4,49.7,48.8,50.2
7:50 AM,FR,Markit Manufacturing PMI Final JUN,51.9,50.6,52,52
7:55 AM,DE,Unemployment Rate JUN,5%,5%,5%,4.90%
7:55 AM,DE,Markit Manufacturing PMI Final JUN,45,44.3,45.4,45.4
7:55 AM,DE,Unemployment Change JUN,-1K,60K,-3K,15K
8:00 AM,EA,Markit Manufacturing PMI Final JUN,47.6,47.7,47.8,47.8
8:00 AM,IT,Unemployment Rate MAY,9.90%,10.1% ®,10.30%,10%
8:30 AM,GB,BoE Consumer Credit MAY,£0.822B,£0.968B ®,£0.967B,£1.0B
8:30 AM,GB,Mortgage Lending MAY,£3.102B,£4.093B ®,£4.1B,£4.0B
8:30 AM,GB,Mortgage Approvals MAY,65.409K,66.045K ®,65.6K,66.7K
8:30 AM,GB,Markit/CIPS Manufacturing PMI JUN,48,49.4,49.2,49.5
9:00 AM,CY,Unemployment Rate MAY,6.50%,6.8% ®,,6.90%
9:00 AM,EA,Unemployment Rate MAY,7.50%,7.60%,7.60%,7.60%
10:45 AM,EA,ECB Lane Speech,,,,
,EU,European Council Meeting,,,,
Tuesday July 02 2019,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Retail Sales MoM MAY,-0.60%,-1% ®,0.50%,1.50%
6:00 AM,DE,Retail Sales YoY MAY,4%,4.6% ®,2.70%,2.90%
6:00 AM,GB,Nationwide Housing Prices YoY JUN,0.50%,0.60%,0.50%,
6:00 AM,GB,Nationwide Housing Prices MoM JUN,0.10%,-0.20%,0.20%,
7:00 AM,ES,Unemployment Change JUN,-63.8K,-84.1K,-90K,-89K
8:30 AM,GB,Construction PMI JUN,43.1,48.6,49.3,49.7
10:00 AM,IE,Unemployment Rate JUN,4.50%,4.5% ®,,4.50%
,EU,European Council Meeting,,,,
Wednesday July 03 2019,,,Actual,Previous,Consensus,Forecast
7:15 AM,ES,Markit Services PMI JUN,53.6,52.8,52.7,51
7:30 AM,SE,Riksbank Rate Decision,-0.25%,-0.25%,-0.25%,-0.25%
7:45 AM,IT,Markit/ADACI Services PMI JUN,50.5,50,50,50.5
7:50 AM,FR,Markit Services PMI Final JUN,52.9,51.5,53.1,53.1
7:55 AM,DE,Markit Services PMI Final JUN,55.8,55.4,55.6,55.6
8:00 AM,EA,Markit Services PMI Final JUN,53.6,52.9,53.4,53.4
8:30 AM,GB,Markit/CIPS UK Services PMI JUN,50.2,51,51,50.7
10:00 AM,GB,BoE Cunliffe Speech,,,,
11:00 AM,PL,Interest Rate Decision,1.50%,1.50%,1.50%,1.50%
12:15 PM,GB,BoE Broadbent Speech,,,,
Thursday July 04 2019,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Inflation Rate YoY JUN,2.70%,2.40%,,2.60%
